IDENTIFIER,GRAMMAR_PATTERN,CONTEXT
ya tail_end,NM N,ATTRIBUTE
ya tooshie,NM N,ATTRIBUTE
ya tush,NM N,ATTRIBUTE
ya behind,NM N,ATTRIBUTE
ya derriere,NM N,ATTRIBUTE
ya fanny,NM N,ATTRIBUTE
ya bottom_of_the_inning,NM N,ATTRIBUTE
ya bed,NM N,ATTRIBUTE
ya bottomland,NM N,ATTRIBUTE
ya freighter,NM N,ATTRIBUTE
ya merchantman,NM N,ATTRIBUTE
ya merchant_ship,NM N,ATTRIBUTE
png say idat data,NM V NM N,FUNCTION
png scan idat data,NM V NM N,FUNCTION
png take idat data,NM V NM N,FUNCTION
png learn idat data,NM V NM N,FUNCTION
png study idat data,NM V NM N,FUNCTION
png register idat data,NM V NM N,FUNCTION
png show idat data,NM V NM N,FUNCTION
png record idat data,NM V NM N,FUNCTION
png understand idat data,NM V NM N,FUNCTION
png interpret idat data,NM V NM N,FUNCTION
png translate idat data,NM V NM N,FUNCTION
png read idat information,NM V NM N,FUNCTION
undertaking impl,NM N,CLASS
project impl,NM N,CLASS
labor impl,NM N,CLASS
job impl,NM N,CLASS
chore impl,NM N,CLASS
city_block nr,NM N,PARAMETER
cube nr,NM N,PARAMETER
mental_block nr,NM N,PARAMETER
pulley nr,NM N,PARAMETER
pulley-block nr,NM N,PARAMETER
pulley_block nr,NM N,PARAMETER
engine_block nr,NM N,PARAMETER
cylinder_block nr,NM N,PARAMETER
blockage nr,NM N,PARAMETER
closure nr,NM N,PARAMETER
occlusion nr,NM N,PARAMETER
stop nr,NM N,PARAMETER
stoppage nr,NM N,PARAMETER
auction_block nr,NM N,PARAMETER
blocking nr,NM N,PARAMETER
depot message beginning,NM NM N,DECLARATION
depot message commencement,NM NM N,DECLARATION
depot message first,NM NM N,DECLARATION
depot message outset,NM NM N,DECLARATION
depot message get-go,NM NM N,DECLARATION
depot message kickoff,NM NM N,DECLARATION
depot message starting_time,NM NM N,DECLARATION
depot message showtime,NM NM N,DECLARATION
depot message offset,NM NM N,DECLARATION
depot message starting,NM NM N,DECLARATION
depot message startle,NM NM N,DECLARATION
depot message jump,NM NM N,DECLARATION
depot message starting_line,NM NM N,DECLARATION
depot message scratch,NM NM N,DECLARATION
depot message scratch_line,NM NM N,DECLARATION
depot message starting_signal,NM NM N,DECLARATION
depot message head_start,NM NM N,DECLARATION
depot content start,NM NM N,DECLARATION
depot subject_matter start,NM NM N,DECLARATION
depot substance start,NM NM N,DECLARATION
terminal message start,NM NM N,DECLARATION
storehouse message start,NM NM N,DECLARATION
entrepot message start,NM NM N,DECLARATION
storage message start,NM NM N,DECLARATION
store message start,NM NM N,DECLARATION
lp binary_star path name,PRE NM NM N,PARAMETER
lp double_star path name,PRE NM NM N,PARAMETER
lp binary_program path name,PRE NM NM N,PARAMETER
lp binary path figure,PRE NM NM N,PARAMETER
lp binary path public_figure,PRE NM NM N,PARAMETER
lp binary path epithet,PRE NM NM N,PARAMETER
lp binary way name,PRE NM NM N,PARAMETER
lp binary way_of_life name,PRE NM NM N,PARAMETER
lp binary route name,PRE NM NM N,PARAMETER
lp binary itinerary name,PRE NM NM N,PARAMETER
lp binary track name,PRE NM NM N,PARAMETER
lp binary course name,PRE NM NM N,PARAMETER
rule property ref beginning,NM NM NM N,CLASS
rule property ref commencement,NM NM NM N,CLASS
rule property ref first,NM NM NM N,CLASS
rule property ref outset,NM NM NM N,CLASS
rule property ref get-go,NM NM NM N,CLASS
rule property ref kickoff,NM NM NM N,CLASS
rule property ref starting_time,NM NM NM N,CLASS
rule property ref showtime,NM NM NM N,CLASS
rule property ref offset,NM NM NM N,CLASS
rule property ref starting,NM NM NM N,CLASS
rule property ref startle,NM NM NM N,CLASS
rule property ref jump,NM NM NM N,CLASS
rule property ref starting_line,NM NM NM N,CLASS
rule property ref scratch,NM NM NM N,CLASS
rule property ref scratch_line,NM NM NM N,CLASS
rule property ref starting_signal,NM NM NM N,CLASS
rule property ref head_start,NM NM NM N,CLASS
regulation property ref start,NM NM NM N,CLASS
convention property ref start,NM NM NM N,CLASS
normal property ref start,NM NM NM N,CLASS
pattern property ref start,NM NM NM N,CLASS
formula property ref start,NM NM NM N,CLASS
prescript property ref start,NM NM NM N,CLASS
linguistic_rule property ref start,NM NM NM N,CLASS
principle property ref start,NM NM NM N,CLASS
dominion property ref start,NM NM NM N,CLASS
ruler property ref start,NM NM NM N,CLASS
rule property referee start,NM NM NM N,CLASS
rule holding ref start,NM NM NM N,CLASS
rule place ref start,NM NM NM N,CLASS
rule attribute ref start,NM NM NM N,CLASS
rule dimension ref start,NM NM NM N,CLASS
rule prop ref start,NM NM NM N,CLASS
rs stencil military_operation,NM NM N,CLASS
rs stencil surgery,NM NM N,CLASS
rs stencil surgical_operation,NM NM N,CLASS
rs stencil surgical_procedure,NM NM N,CLASS
rs stencil procedure,NM NM N,CLASS
rs stencil functioning,NM NM N,CLASS
rs stencil performance,NM NM N,CLASS
rs stencil cognitive_operation,NM NM N,CLASS
rs stencil mathematical_operation,NM NM N,CLASS
radius stencil operation,NM NM N,CLASS
replace textual_matter context,NM NM N,ATTRIBUTE
replace textbook context,NM NM N,ATTRIBUTE
replace text_edition context,NM NM N,ATTRIBUTE
replace schoolbook context,NM NM N,ATTRIBUTE
replace school_text context,NM NM N,ATTRIBUTE
replace text linguistic_context,NM NM N,ATTRIBUTE
replace text context_of_use,NM NM N,ATTRIBUTE
replace text circumstance,NM NM N,ATTRIBUTE
replace text setting,NM NM N,ATTRIBUTE
gpencil primitive modal_auxiliary_verb,NM NM N,FUNCTION
gpencil primitive modal_auxiliary,NM NM N,FUNCTION
gpencil primitive modal_verb,NM NM N,FUNCTION
gpencil primitive_person modal,NM NM N,FUNCTION
thread raiment size,NM NM N,DECLARATION
thread regalia size,NM NM N,DECLARATION
thread array sizing,NM NM N,DECLARATION
thread array size_of_it,NM NM N,DECLARATION
yarn array size,NM NM N,DECLARATION
ribbon array size,NM NM N,DECLARATION
train_of_thought array size,NM NM N,DECLARATION
screw_thread array size,NM NM N,DECLARATION
check gl reinforcement,V NM N,FUNCTION
check gl reenforcement,V NM N,FUNCTION
check gl documentation,V NM N,FUNCTION
check gl keep,V NM N,FUNCTION
check gl livelihood,V NM N,FUNCTION
check gl living,V NM N,FUNCTION
check gl sustenance,V NM N,FUNCTION
check gl supporting,V NM N,FUNCTION
check gl accompaniment,V NM N,FUNCTION
check gl musical_accompaniment,V NM N,FUNCTION
check gl backup,V NM N,FUNCTION
check gl financial_support,V NM N,FUNCTION
check gl funding,V NM N,FUNCTION
check gl backing,V NM N,FUNCTION
check gl financial_backing,V NM N,FUNCTION
check_up_on gl support,V NM N,FUNCTION
look_into gl support,V NM N,FUNCTION
check_out gl support,V NM N,FUNCTION
suss_out gl support,V NM N,FUNCTION
check_over gl support,V NM N,FUNCTION
go_over gl support,V NM N,FUNCTION
check_into gl support,V NM N,FUNCTION
see gl support,V NM N,FUNCTION
insure gl support,V NM N,FUNCTION
see_to_it gl support,V NM N,FUNCTION
ensure gl support,V NM N,FUNCTION
control gl support,V NM N,FUNCTION
ascertain gl support,V NM N,FUNCTION
assure gl support,V NM N,FUNCTION
hold_in gl support,V NM N,FUNCTION
hold gl support,V NM N,FUNCTION
contain gl support,V NM N,FUNCTION
curb gl support,V NM N,FUNCTION
moderate gl support,V NM N,FUNCTION
check_off gl support,V NM N,FUNCTION
mark gl support,V NM N,FUNCTION
mark_off gl support,V NM N,FUNCTION
tick_off gl support,V NM N,FUNCTION
tick gl support,V NM N,FUNCTION
retard gl support,V NM N,FUNCTION
delay gl support,V NM N,FUNCTION
match gl support,V NM N,FUNCTION
fit gl support,V NM N,FUNCTION
correspond gl support,V NM N,FUNCTION
jibe gl support,V NM N,FUNCTION
gibe gl support,V NM N,FUNCTION
tally gl support,V NM N,FUNCTION
agree gl support,V NM N,FUNCTION
discipline gl support,V NM N,FUNCTION
train gl support,V NM N,FUNCTION
condition gl support,V NM N,FUNCTION
checker gl support,V NM N,FUNCTION
chequer gl support,V NM N,FUNCTION
turn_back gl support,V NM N,FUNCTION
arrest gl support,V NM N,FUNCTION
stop gl support,V NM N,FUNCTION
hold_back gl support,V NM N,FUNCTION
determine gl support,V NM N,FUNCTION
find_out gl support,V NM N,FUNCTION
watch gl support,V NM N,FUNCTION
learn gl support,V NM N,FUNCTION
chink gl support,V NM N,FUNCTION
crack gl support,V NM N,FUNCTION
break gl support,V NM N,FUNCTION
evolution,N,ATTRIBUTE
growth,N,ATTRIBUTE
growing,N,ATTRIBUTE
maturation,N,ATTRIBUTE
ontogeny,N,ATTRIBUTE
exploitation,N,ATTRIBUTE
developing,N,ATTRIBUTE
png acquire rows,NM V NPL,FUNCTION
png become rows,NM V NPL,FUNCTION
png go rows,NM V NPL,FUNCTION
png let rows,NM V NPL,FUNCTION
png have rows,NM V NPL,FUNCTION
png receive rows,NM V NPL,FUNCTION
png find rows,NM V NPL,FUNCTION
png obtain rows,NM V NPL,FUNCTION
png incur rows,NM V NPL,FUNCTION
png arrive rows,NM V NPL,FUNCTION
png come rows,NM V NPL,FUNCTION
png bring rows,NM V NPL,FUNCTION
png convey rows,NM V NPL,FUNCTION
png fetch rows,NM V NPL,FUNCTION
png experience rows,NM V NPL,FUNCTION
png pay_back rows,NM V NPL,FUNCTION
png pay_off rows,NM V NPL,FUNCTION
png fix rows,NM V NPL,FUNCTION
png make rows,NM V NPL,FUNCTION
png induce rows,NM V NPL,FUNCTION
png stimulate rows,NM V NPL,FUNCTION
png cause rows,NM V NPL,FUNCTION
png catch rows,NM V NPL,FUNCTION
png capture rows,NM V NPL,FUNCTION
png grow rows,NM V NPL,FUNCTION
png develop rows,NM V NPL,FUNCTION
png produce rows,NM V NPL,FUNCTION
png contract rows,NM V NPL,FUNCTION
png take rows,NM V NPL,FUNCTION
png drive rows,NM V NPL,FUNCTION
png aim rows,NM V NPL,FUNCTION
png arrest rows,NM V NPL,FUNCTION
png scram rows,NM V NPL,FUNCTION
png buzz_off rows,NM V NPL,FUNCTION
png fuck_off rows,NM V NPL,FUNCTION
png bugger_off rows,NM V NPL,FUNCTION
png get_under_one's_skin rows,NM V NPL,FUNCTION
png draw rows,NM V NPL,FUNCTION
png perplex rows,NM V NPL,FUNCTION
png vex rows,NM V NPL,FUNCTION
png stick rows,NM V NPL,FUNCTION
png puzzle rows,NM V NPL,FUNCTION
png mystify rows,NM V NPL,FUNCTION
png baffle rows,NM V NPL,FUNCTION
png beat rows,NM V NPL,FUNCTION
png pose rows,NM V NPL,FUNCTION
png bewilder rows,NM V NPL,FUNCTION
png flummox rows,NM V NPL,FUNCTION
png stupefy rows,NM V NPL,FUNCTION
png nonplus rows,NM V NPL,FUNCTION
png gravel rows,NM V NPL,FUNCTION
png amaze rows,NM V NPL,FUNCTION
png dumbfound rows,NM V NPL,FUNCTION
png get_down rows,NM V NPL,FUNCTION
png begin rows,NM V NPL,FUNCTION
png start_out rows,NM V NPL,FUNCTION
png start rows,NM V NPL,FUNCTION
png set_about rows,NM V NPL,FUNCTION
png set_out rows,NM V NPL,FUNCTION
png commence rows,NM V NPL,FUNCTION
png suffer rows,NM V NPL,FUNCTION
png sustain rows,NM V NPL,FUNCTION
png beget rows,NM V NPL,FUNCTION
png engender rows,NM V NPL,FUNCTION
png father rows,NM V NPL,FUNCTION
png mother rows,NM V NPL,FUNCTION
png sire rows,NM V NPL,FUNCTION
png generate rows,NM V NPL,FUNCTION
png bring_forth rows,NM V NPL,FUNCTION
len roentgen,NM N,PARAMETER
len R,NM N,PARAMETER
len gas_constant,NM N,PARAMETER
len universal_gas_constant,NM N,PARAMETER
deprive left recursion,V NM N,FUNCTION
divest left recursion,V NM N,FUNCTION
undress left recursion,V NM N,FUNCTION
discase left recursion,V NM N,FUNCTION
uncase left recursion,V NM N,FUNCTION
unclothe left recursion,V NM N,FUNCTION
strip_down left recursion,V NM N,FUNCTION
disrobe left recursion,V NM N,FUNCTION
peel left recursion,V NM N,FUNCTION
leach left recursion,V NM N,FUNCTION
denude left recursion,V NM N,FUNCTION
bare left recursion,V NM N,FUNCTION
denudate left recursion,V NM N,FUNCTION
plunder left recursion,V NM N,FUNCTION
despoil left recursion,V NM N,FUNCTION
loot left recursion,V NM N,FUNCTION
reave left recursion,V NM N,FUNCTION
rifle left recursion,V NM N,FUNCTION
ransack left recursion,V NM N,FUNCTION
pillage left recursion,V NM N,FUNCTION
foray left recursion,V NM N,FUNCTION
clean left recursion,V NM N,FUNCTION
dismantle left recursion,V NM N,FUNCTION
disinvest left recursion,V NM N,FUNCTION
strip left_wing recursion,V NM N,FUNCTION
strip left_hand recursion,V NM N,FUNCTION
strip left_field recursion,V NM N,FUNCTION
strip leftfield recursion,V NM N,FUNCTION
make login entry,V NM N,FUNCTION
perform login entry,V NM N,FUNCTION
execute login entry,V NM N,FUNCTION
fare login entry,V NM N,FUNCTION
make_out login entry,V NM N,FUNCTION
come login entry,V NM N,FUNCTION
get_along login entry,V NM N,FUNCTION
cause login entry,V NM N,FUNCTION
practice login entry,V NM N,FUNCTION
practise login entry,V NM N,FUNCTION
exercise login entry,V NM N,FUNCTION
suffice login entry,V NM N,FUNCTION
answer login entry,V NM N,FUNCTION
serve login entry,V NM N,FUNCTION
act login entry,V NM N,FUNCTION
behave login entry,V NM N,FUNCTION
manage login entry,V NM N,FUNCTION
dress login entry,V NM N,FUNCTION
arrange login entry,V NM N,FUNCTION
set login entry,V NM N,FUNCTION
coif login entry,V NM N,FUNCTION
coiffe login entry,V NM N,FUNCTION
coiffure login entry,V NM N,FUNCTION
do login introduction,V NM N,FUNCTION
do login debut,V NM N,FUNCTION
do login first_appearance,V NM N,FUNCTION
do login launching,V NM N,FUNCTION
do login unveiling,V NM N,FUNCTION
do login accounting_entry,V NM N,FUNCTION
do login ledger_entry,V NM N,FUNCTION
do login submission,V NM N,FUNCTION
do login entrance,V NM N,FUNCTION
do login entranceway,V NM N,FUNCTION
do login entryway,V NM N,FUNCTION
do login entree,V NM N,FUNCTION
do login entering,V NM N,FUNCTION
do login incoming,V NM N,FUNCTION
check not user_interface,V VM N,FUNCTION
check not port,V VM N,FUNCTION
check_up_on not interface,V VM N,FUNCTION
look_into not interface,V VM N,FUNCTION
check_out not interface,V VM N,FUNCTION
suss_out not interface,V VM N,FUNCTION
check_over not interface,V VM N,FUNCTION
go_over not interface,V VM N,FUNCTION
check_into not interface,V VM N,FUNCTION
see not interface,V VM N,FUNCTION
insure not interface,V VM N,FUNCTION
see_to_it not interface,V VM N,FUNCTION
ensure not interface,V VM N,FUNCTION
control not interface,V VM N,FUNCTION
ascertain not interface,V VM N,FUNCTION
assure not interface,V VM N,FUNCTION
hold_in not interface,V VM N,FUNCTION
hold not interface,V VM N,FUNCTION
contain not interface,V VM N,FUNCTION
curb not interface,V VM N,FUNCTION
moderate not interface,V VM N,FUNCTION
check_off not interface,V VM N,FUNCTION
mark not interface,V VM N,FUNCTION
mark_off not interface,V VM N,FUNCTION
tick_off not interface,V VM N,FUNCTION
tick not interface,V VM N,FUNCTION
retard not interface,V VM N,FUNCTION
delay not interface,V VM N,FUNCTION
match not interface,V VM N,FUNCTION
fit not interface,V VM N,FUNCTION
correspond not interface,V VM N,FUNCTION
jibe not interface,V VM N,FUNCTION
gibe not interface,V VM N,FUNCTION
tally not interface,V VM N,FUNCTION
agree not interface,V VM N,FUNCTION
discipline not interface,V VM N,FUNCTION
train not interface,V VM N,FUNCTION
condition not interface,V VM N,FUNCTION
checker not interface,V VM N,FUNCTION
chequer not interface,V VM N,FUNCTION
turn_back not interface,V VM N,FUNCTION
arrest not interface,V VM N,FUNCTION
stop not interface,V VM N,FUNCTION
hold_back not interface,V VM N,FUNCTION
determine not interface,V VM N,FUNCTION
find_out not interface,V VM N,FUNCTION
watch not interface,V VM N,FUNCTION
learn not interface,V VM N,FUNCTION
chink not interface,V VM N,FUNCTION
crack not interface,V VM N,FUNCTION
break not interface,V VM N,FUNCTION
minute fresh seconds,NM NM NPL,PARAMETER
Min fresh seconds,NM NM NPL,PARAMETER
Min_dialect fresh seconds,NM NM NPL,PARAMETER
Fukien fresh seconds,NM NM NPL,PARAMETER
Amoy fresh seconds,NM NM NPL,PARAMETER
slat max len,NM NM N,ATTRIBUTE
spline soap len,NM NM N,ATTRIBUTE
spline scoop len,NM NM N,ATTRIBUTE
spline liquid_ecstasy len,NM NM N,ATTRIBUTE
spline grievous_bodily_harm len,NM NM N,ATTRIBUTE
spline goop len,NM NM N,ATTRIBUTE
spline Georgia_home_boy len,NM NM N,ATTRIBUTE
spline easy_lay len,NM NM N,ATTRIBUTE
layer mask beginning node,NM NM NM N,ATTRIBUTE
layer mask origin node,NM NM NM N,ATTRIBUTE
layer mask root node,NM NM NM N,ATTRIBUTE
layer mask rootage node,NM NM NM N,ATTRIBUTE
layer mask seed node,NM NM NM N,ATTRIBUTE
layer mask germ node,NM NM NM N,ATTRIBUTE
layer mask informant node,NM NM NM N,ATTRIBUTE
layer mask generator node,NM NM NM N,ATTRIBUTE
layer mask author node,NM NM NM N,ATTRIBUTE
layer mask reservoir node,NM NM NM N,ATTRIBUTE
layer mask reference node,NM NM NM N,ATTRIBUTE
layer masquerade source node,NM NM NM N,ATTRIBUTE
layer masquerade_party source node,NM NM NM N,ATTRIBUTE
layer masque source node,NM NM NM N,ATTRIBUTE
layer mask source knob,NM NM NM N,ATTRIBUTE
layer mask source thickening,NM NM NM N,ATTRIBUTE
layer mask source leaf_node,NM NM NM N,ATTRIBUTE
layer mask source lymph_node,NM NM NM N,ATTRIBUTE
layer mask source lymph_gland,NM NM NM N,ATTRIBUTE
layer mask source client,NM NM NM N,ATTRIBUTE
layer mask source guest,NM NM NM N,ATTRIBUTE
bed mask source node,NM NM NM N,ATTRIBUTE
level mask source node,NM NM NM N,ATTRIBUTE
stratum mask source node,NM NM NM N,ATTRIBUTE
jump whitespace and commas,V N CJ NPL,FUNCTION
pass_over whitespace and commas,V N CJ NPL,FUNCTION
skip_over whitespace and commas,V N CJ NPL,FUNCTION
cut whitespace and commas,V N CJ NPL,FUNCTION
hop whitespace and commas,V N CJ NPL,FUNCTION
hop-skip whitespace and commas,V N CJ NPL,FUNCTION
decamp whitespace and commas,V N CJ NPL,FUNCTION
vamoose whitespace and commas,V N CJ NPL,FUNCTION
bound_off whitespace and commas,V N CJ NPL,FUNCTION
skim whitespace and commas,V N CJ NPL,FUNCTION
skitter whitespace and commas,V N CJ NPL,FUNCTION
one written_document,NM N,DECLARATION
one text_file,NM N,DECLARATION
1 document,NM N,DECLARATION
I document,NM N,DECLARATION
ace document,NM N,DECLARATION
single document,NM N,DECLARATION
unity document,NM N,DECLARATION
get place directory,V NM N,CLASS
get dwelling directory,V NM N,CLASS
get domicile directory,V NM N,CLASS
get abode directory,V NM N,CLASS
get habitation directory,V NM N,CLASS
get dwelling_house directory,V NM N,CLASS
get home_plate directory,V NM N,CLASS
get home_base directory,V NM N,CLASS
get plate directory,V NM N,CLASS
get base directory,V NM N,CLASS
get family directory,V NM N,CLASS
get household directory,V NM N,CLASS
get house directory,V NM N,CLASS
get menage directory,V NM N,CLASS
get nursing_home directory,V NM N,CLASS
get rest_home directory,V NM N,CLASS
acquire home directory,V NM N,CLASS
become home directory,V NM N,CLASS
go home directory,V NM N,CLASS
let home directory,V NM N,CLASS
have home directory,V NM N,CLASS
receive home directory,V NM N,CLASS
find home directory,V NM N,CLASS
obtain home directory,V NM N,CLASS
incur home directory,V NM N,CLASS
arrive home directory,V NM N,CLASS
come home directory,V NM N,CLASS
bring home directory,V NM N,CLASS
convey home directory,V NM N,CLASS
fetch home directory,V NM N,CLASS
experience home directory,V NM N,CLASS
pay_back home directory,V NM N,CLASS
pay_off home directory,V NM N,CLASS
fix home directory,V NM N,CLASS
make home directory,V NM N,CLASS
induce home directory,V NM N,CLASS
stimulate home directory,V NM N,CLASS
cause home directory,V NM N,CLASS
catch home directory,V NM N,CLASS
capture home directory,V NM N,CLASS
grow home directory,V NM N,CLASS
develop home directory,V NM N,CLASS
produce home directory,V NM N,CLASS
contract home directory,V NM N,CLASS
take home directory,V NM N,CLASS
drive home directory,V NM N,CLASS
aim home directory,V NM N,CLASS
arrest home directory,V NM N,CLASS
scram home directory,V NM N,CLASS
buzz_off home directory,V NM N,CLASS
fuck_off home directory,V NM N,CLASS
bugger_off home directory,V NM N,CLASS
get_under_one's_skin home directory,V NM N,CLASS
draw home directory,V NM N,CLASS
perplex home directory,V NM N,CLASS
vex home directory,V NM N,CLASS
stick home directory,V NM N,CLASS
puzzle home directory,V NM N,CLASS
mystify home directory,V NM N,CLASS
baffle home directory,V NM N,CLASS
beat home directory,V NM N,CLASS
pose home directory,V NM N,CLASS
bewilder home directory,V NM N,CLASS
flummox home directory,V NM N,CLASS
stupefy home directory,V NM N,CLASS
nonplus home directory,V NM N,CLASS
gravel home directory,V NM N,CLASS
amaze home directory,V NM N,CLASS
dumbfound home directory,V NM N,CLASS
get_down home directory,V NM N,CLASS
begin home directory,V NM N,CLASS
start_out home directory,V NM N,CLASS
start home directory,V NM N,CLASS
set_about home directory,V NM N,CLASS
set_out home directory,V NM N,CLASS
commence home directory,V NM N,CLASS
suffer home directory,V NM N,CLASS
sustain home directory,V NM N,CLASS
beget home directory,V NM N,CLASS
engender home directory,V NM N,CLASS
father home directory,V NM N,CLASS
mother home directory,V NM N,CLASS
sire home directory,V NM N,CLASS
generate home directory,V NM N,CLASS
bring_forth home directory,V NM N,CLASS
z p iodine,NM NM N,PARAMETER
z p iodin,NM NM N,PARAMETER
z p I,NM NM N,PARAMETER
z p atomic_number_53,NM NM N,PARAMETER
z p one,NM NM N,PARAMETER
z p 1,NM NM N,PARAMETER
z p ace,NM NM N,PARAMETER
z p single,NM NM N,PARAMETER
z p unity,NM NM N,PARAMETER
z P i,NM NM N,PARAMETER
z atomic_number_15 i,NM NM N,PARAMETER
omega p i,NM NM N,PARAMETER
Z p i,NM NM N,PARAMETER
zee p i,NM NM N,PARAMETER
zed p i,NM NM N,PARAMETER
ezed p i,NM NM N,PARAMETER
izzard p i,NM NM N,PARAMETER
recording_label pair,NM N,PARAMETER
label brace,NM N,PARAMETER
label couple,NM N,PARAMETER
label twosome,NM N,PARAMETER
label twain,NM N,PARAMETER
label span,NM N,PARAMETER
label yoke,NM N,PARAMETER
label couplet,NM N,PARAMETER
label distich,NM N,PARAMETER
label duo,NM N,PARAMETER
label duet,NM N,PARAMETER
label dyad,NM N,PARAMETER
label duad,NM N,PARAMETER
inner slant,NM N,PARAMETER
inner Angle,NM N,PARAMETER
child argument,NM N,PARAMETER
child affirmation,NM N,PARAMETER
child assertion,NM N,PARAMETER
child instruction,NM N,PARAMETER
child command,NM N,PARAMETER
child program_line,NM N,PARAMETER
child financial_statement,NM N,PARAMETER
kid statement,NM N,PARAMETER
youngster statement,NM N,PARAMETER
minor statement,NM N,PARAMETER
shaver statement,NM N,PARAMETER
nipper statement,NM N,PARAMETER
small_fry statement,NM N,PARAMETER
tiddler statement,NM N,PARAMETER
tike statement,NM N,PARAMETER
tyke statement,NM N,PARAMETER
fry statement,NM N,PARAMETER
nestling statement,NM N,PARAMETER
baby statement,NM N,PARAMETER
m stopping_point changed location,PRE NM NM N,ATTRIBUTE
m finale changed location,PRE NM NM N,ATTRIBUTE
m finish changed location,PRE NM NM N,ATTRIBUTE
m conclusion changed location,PRE NM NM N,ATTRIBUTE
m close changed location,PRE NM NM N,ATTRIBUTE
m death changed location,PRE NM NM N,ATTRIBUTE
m end changed location,PRE NM NM N,ATTRIBUTE
m final_stage changed location,PRE NM NM N,ATTRIBUTE
m shoemaker's_last changed location,PRE NM NM N,ATTRIBUTE
m cobbler's_last changed location,PRE NM NM N,ATTRIBUTE
m last changed placement,PRE NM NM N,ATTRIBUTE
m last changed locating,PRE NM NM N,ATTRIBUTE
m last changed position,PRE NM NM N,ATTRIBUTE
m last changed positioning,PRE NM NM N,ATTRIBUTE
m last changed emplacement,PRE NM NM N,ATTRIBUTE
m last changed localization,PRE NM NM N,ATTRIBUTE
m last changed localisation,PRE NM NM N,ATTRIBUTE
m last changed fix,PRE NM NM N,ATTRIBUTE
active_agent copies,NM NPL,ATTRIBUTE
active_voice copies,NM NPL,ATTRIBUTE
network protection policy,NM NM N,DECLARATION
network certificate policy,NM NM N,DECLARATION
network surety policy,NM NM N,DECLARATION
network security_department policy,NM NM N,DECLARATION
network security_system policy,NM NM N,DECLARATION
network security_measure policy,NM NM N,DECLARATION
web security policy,NM NM N,DECLARATION
net security policy,NM NM N,DECLARATION
mesh security policy,NM NM N,DECLARATION
meshing security policy,NM NM N,DECLARATION
meshwork security policy,NM NM N,DECLARATION
electronic_network security policy,NM NM N,DECLARATION
network security insurance_policy,NM NM N,DECLARATION
network security insurance,NM NM N,DECLARATION
linguistic_communication to rules files,N P NM NPL,ATTRIBUTE
speech to rules files,N P NM NPL,ATTRIBUTE
speech_communication to rules files,N P NM NPL,ATTRIBUTE
spoken_communication to rules files,N P NM NPL,ATTRIBUTE
spoken_language to rules files,N P NM NPL,ATTRIBUTE
voice_communication to rules files,N P NM NPL,ATTRIBUTE
oral_communication to rules files,N P NM NPL,ATTRIBUTE
lyric to rules files,N P NM NPL,ATTRIBUTE
terminology to rules files,N P NM NPL,ATTRIBUTE
nomenclature to rules files,N P NM NPL,ATTRIBUTE
data_file descriptor proto,NM NM N,ATTRIBUTE
single_file descriptor proto,NM NM N,ATTRIBUTE
Indian_file descriptor proto,NM NM N,ATTRIBUTE
file_cabinet descriptor proto,NM NM N,ATTRIBUTE
filing_cabinet descriptor proto,NM NM N,ATTRIBUTE
file form proto,NM NM N,ATTRIBUTE
file word_form proto,NM NM N,ATTRIBUTE
file signifier proto,NM NM N,ATTRIBUTE
economic_value label,NM N,CLASS
time_value label,NM N,CLASS
note_value label,NM N,CLASS
value recording_label,NM N,CLASS
pref fount,NM N,ATTRIBUTE
pref typeface,NM N,ATTRIBUTE
pref face,NM N,ATTRIBUTE
pref case,NM N,ATTRIBUTE
pref baptismal_font,NM N,ATTRIBUTE
pref baptistry,NM N,ATTRIBUTE
pref baptistery,NM N,ATTRIBUTE
smuggler override,NM N,ATTRIBUTE
contrabandist override,NM N,ATTRIBUTE
moon_curser override,NM N,ATTRIBUTE
moon-curser override,NM N,ATTRIBUTE
base_runner override,NM N,ATTRIBUTE
stolon override,NM N,ATTRIBUTE
offset override,NM N,ATTRIBUTE
ball_carrier override,NM N,ATTRIBUTE
blue_runner override,NM N,ATTRIBUTE
runner nullification,NM N,ATTRIBUTE
constituent type,NM N,ATTRIBUTE
element type,NM N,ATTRIBUTE
factor type,NM N,ATTRIBUTE
ingredient type,NM N,ATTRIBUTE
part type,NM N,ATTRIBUTE
portion type,NM N,ATTRIBUTE
component_part type,NM N,ATTRIBUTE
component character,NM N,ATTRIBUTE
component eccentric,NM N,ATTRIBUTE
component case,NM N,ATTRIBUTE
physics client illustration,NM NM N,CLASS
physics client instance,NM NM N,CLASS
physics client representative,NM NM N,CLASS
physics client model,NM NM N,CLASS
physics client exemplar,NM NM N,CLASS
physics client good_example,NM NM N,CLASS
physics client deterrent_example,NM NM N,CLASS
physics client lesson,NM NM N,CLASS
physics client object_lesson,NM NM N,CLASS
physics client case,NM NM N,CLASS
physics client exercise,NM NM N,CLASS
physics customer example,NM NM N,CLASS
physics node example,NM NM N,CLASS
physics guest example,NM NM N,CLASS
media ball index,NM NM N,PARAMETER
media clod index,NM NM N,PARAMETER
media glob index,NM NM N,PARAMETER
media lump index,NM NM N,PARAMETER
media clump index,NM NM N,PARAMETER
medium chunk index,NM NM N,PARAMETER
culture_medium chunk index,NM NM N,PARAMETER
spiritualist chunk index,NM NM N,PARAMETER
